Year,Round,Team,Player,Score,Opposition,Venue
2017,13,GEE,Patrick Dangerfield,116,WCE,Domain
2017,13,GEE,Cameron Guthrie,111,WCE,Domain
2017,13,GEE,Mitch Duncan,100,WCE,Domain
2017,13,GEE,Zac Smith,88,WCE,Domain
2017,13,GEE,Daniel Menzel,81,WCE,Domain
2017,13,GEE,Rhys Stanley,80,WCE,Domain
2017,13,GEE,Tom Stewart,78,WCE,Domain
2017,13,GEE,Jordan Murdoch,74,WCE,Domain
2017,13,GEE,Zach Tuohy,72,WCE,Domain
2017,13,GEE,Steven Motlop,66,WCE,Domain
2017,13,GEE,Sam Menegola,65,WCE,Domain
2017,13,GEE,Harry Taylor,61,WCE,Domain
2017,13,GEE,Scott Selwood,60,WCE,Domain
2017,13,GEE,Andrew Mackie,55,WCE,Domain
2017,13,GEE,Lachie Henderson,53,WCE,Domain
2017,13,GEE,Darcy Lang,53,WCE,Domain
2017,13,GEE,Joel Selwood,48,WCE,Domain
2017,13,GEE,Jake Kolodjashnij,45,WCE,Domain
2017,13,GEE,James Parsons,45,WCE,Domain
2017,13,GEE,Tom Lonergan,42,WCE,Domain
2017,13,GEE,Jed Bews,26,WCE,Domain
2017,13,GEE,Nakia Cockatoo,15,WCE,Domain
2017,13,NM,Sam Gibson,113,STK,Etihad
2017,13,NM,Jack Ziebell,110,STK,Etihad
2017,13,NM,Ben Cunnington,99,STK,Etihad
2017,13,NM,Shaun Higgins,87,STK,Etihad
2017,13,NM,Luke McDonald,87,STK,Etihad
2017,13,NM,Todd Goldstein,83,STK,Etihad
2017,13,NM,Nathan Hrovat,81,STK,Etihad
2017,13,NM,Robbie Tarrant,75,STK,Etihad
2017,13,NM,Trent Dumont,73,STK,Etihad
2017,13,NM,Marley Williams,70,STK,Etihad
2017,13,NM,Shaun Atley,69,STK,Etihad
2017,13,NM,Lachlan Hansen,65,STK,Etihad
2017,13,NM,Declan Mountford,61,STK,Etihad
2017,13,NM,Aaron Mullett,58,STK,Etihad
2017,13,NM,Ryan Clarke,57,STK,Etihad
2017,13,NM,Mason Wood,53,STK,Etihad
2017,13,NM,Taylor Garner,49,STK,Etihad
2017,13,NM,Kayne Turner,47,STK,Etihad
2017,13,NM,Scott D. Thompson,47,STK,Etihad
2017,13,NM,Jarrad Waite,46,STK,Etihad
2017,13,NM,Ben Brown,38,STK,Etihad
2017,13,NM,Jed Anderson,33,STK,Etihad
2017,13,STK,Sebastian Ross,115,NM,Etihad
2017,13,STK,Leigh Montagna,111,NM,Etihad
2017,13,STK,Nick Riewoldt,106,NM,Etihad
2017,13,STK,Jack Billings,105,NM,Etihad
2017,13,STK,Dylan Roberton,101,NM,Etihad
2017,13,STK,Jade Gresham,81,NM,Etihad
2017,13,STK,Luke Dunstan,80,NM,Etihad
2017,13,STK,Jack Newnes,79,NM,Etihad
2017,13,STK,Tim Membrey,74,NM,Etihad
2017,13,STK,Maverick Weller,73,NM,Etihad
2017,13,STK,Koby Stevens,73,NM,Etihad
2017,13,STK,Jack Sinclair,72,NM,Etihad
2017,13,STK,Josh Bruce,70,NM,Etihad
2017,13,STK,Sam Gilbert,70,NM,Etihad
2017,13,STK,Jarryn Geary,70,NM,Etihad
2017,13,STK,Blake Acres,69,NM,Etihad
2017,13,STK,Jack Steven,65,NM,Etihad
2017,13,STK,Jimmy Webster,58,NM,Etihad
2017,13,STK,Jack Lonie,55,NM,Etihad
2017,13,STK,Jake Carlisle,52,NM,Etihad
2017,13,STK,Billy Longer,42,NM,Etihad
2017,13,STK,Nathan J. Brown,26,NM,Etihad
2017,13,RIC,Bachar Houli,114,SYD,MCG
2017,13,RIC,Trent Cotchin,113,SYD,MCG
2017,13,RIC,Dustin Martin,100,SYD,MCG
2017,13,RIC,Brandon Ellis,98,SYD,MCG
2017,13,RIC,David Astbury,96,SYD,MCG
2017,13,RIC,Kane Lambert,96,SYD,MCG
2017,13,RIC,Dylan Grimes,89,SYD,MCG
2017,13,RIC,Josh Caddy,87,SYD,MCG
2017,13,RIC,Dion Prestia,86,SYD,MCG
2017,13,RIC,Jack Riewoldt,82,SYD,MCG
2017,13,RIC,Sam Lloyd,81,SYD,MCG
2017,13,RIC,Shaun Grigg,80,SYD,MCG
2017,13,RIC,Kamdyn McIntosh,77,SYD,MCG
2017,13,RIC,Toby Nankervis,76,SYD,MCG
2017,13,RIC,Alex Rance,66,SYD,MCG
2017,13,RIC,Jayden Short,61,SYD,MCG
2017,13,RIC,Connor Menadue,58,SYD,MCG
2017,13,RIC,Shai Bolton,57,SYD,MCG
2017,13,RIC,Shane Edwards,53,SYD,MCG
2017,13,RIC,Daniel Rioli,50,SYD,MCG
2017,13,RIC,Jason Castagna,41,SYD,MCG
2017,13,RIC,Dan Butler,20,SYD,MCG
2017,13,SYD,Nic Newman,112,RIC,MCG
2017,13,SYD,Isaac Heeney,109,RIC,MCG
2017,13,SYD,Tom Papley,103,RIC,MCG
2017,13,SYD,Josh P. Kennedy,102,RIC,MCG
2017,13,SYD,Jake Lloyd,91,RIC,MCG
2017,13,SYD,Zak Jones,88,RIC,MCG
2017,13,SYD,Sam Reid,85,RIC,MCG
2017,13,SYD,Dan Hannebery,84,RIC,MCG
2017,13,SYD,Luke Parker,83,RIC,MCG
2017,13,SYD,George Hewett,74,RIC,MCG
2017,13,SYD,Callum Mills,69,RIC,MCG
2017,13,SYD,Lance Franklin,61,RIC,MCG
2017,13,SYD,Kieren Jack,56,RIC,MCG
2017,13,SYD,Dane Rampe,54,RIC,MCG
2017,13,SYD,Sam Naismith,54,RIC,MCG
2017,13,SYD,Will Hayward,50,RIC,MCG
2017,13,SYD,Callum Sinclair,49,RIC,MCG
2017,13,SYD,Nick Smith,48,RIC,MCG
2017,13,SYD,Gary Rohan,47,RIC,MCG
2017,13,SYD,Harry Marsh,42,RIC,MCG
2017,13,SYD,Heath Grundy,34,RIC,MCG
2017,13,SYD,Dean Towers,22,RIC,MCG
2017,13,PA,Ollie Wines,119,BL,Adelaide
2017,13,PA,Robbie Gray,117,BL,Adelaide
2017,13,PA,Sam Gray,101,BL,Adelaide
2017,13,PA,Darcy Byrne-Jones,99,BL,Adelaide
2017,13,PA,Brad Ebert,99,BL,Adelaide
2017,13,PA,Paddy Ryder,98,BL,Adelaide
2017,13,PA,Chad Wingard,98,BL,Adelaide
2017,13,PA,Justin Westhoff,91,BL,Adelaide
2017,13,PA,Sam Powell-Pepper,75,BL,Adelaide
2017,13,PA,Matthew Broadbent,66,BL,Adelaide
2017,13,PA,Travis Boak,65,BL,Adelaide
2017,13,PA,Dan Houston,65,BL,Adelaide
2017,13,PA,Jared Polec,63,BL,Adelaide
2017,13,PA,Jackson Trengove,62,BL,Adelaide
2017,13,PA,Jack Hombsch,61,BL,Adelaide
2017,13,PA,Charlie Dixon,59,BL,Adelaide
2017,13,PA,Tom Clurey,58,BL,Adelaide
2017,13,PA,Jake Neade,56,BL,Adelaide
2017,13,PA,Tom Jonas,52,BL,Adelaide
2017,13,PA,Hamish Hartlett,52,BL,Adelaide
2017,13,PA,Aaron Young,40,BL,Adelaide
2017,13,PA,Jarman Impey,34,BL,Adelaide
2017,13,BL,Dayne Zorko,157,PA,Adelaide
2017,13,BL,Sam Mayes,108,PA,Adelaide
2017,13,BL,Ryan Bastinac,107,PA,Adelaide
2017,13,BL,Ryan Lester,105,PA,Adelaide
2017,13,BL,Marco Paparone,80,PA,Adelaide
2017,13,BL,Daniel Rich,78,PA,Adelaide
2017,13,BL,Rhys Mathieson,78,PA,Adelaide
2017,13,BL,Nick Robertson,78,PA,Adelaide
2017,13,BL,Jake Barrett,77,PA,Adelaide
2017,13,BL,Darcy Gardiner,74,PA,Adelaide
2017,13,BL,Tom Rockliff,74,PA,Adelaide
2017,13,BL,Lewis Taylor,72,PA,Adelaide
2017,13,BL,Stefan Martin,69,PA,Adelaide
2017,13,BL,Eric Hipwood,61,PA,Adelaide
2017,13,BL,Dayne Beams,60,PA,Adelaide
2017,13,BL,Tom Cutler,52,PA,Adelaide
2017,13,BL,Daniel McStay,52,PA,Adelaide
2017,13,BL,Harris Andrews,50,PA,Adelaide
2017,13,BL,Hugh McCluggage,48,PA,Adelaide
2017,13,BL,Archie Smith,47,PA,Adelaide
2017,13,BL,Jarrod Berry,39,PA,Adelaide
2017,13,BL,Ryan Harwood,26,PA,Adelaide
2017,13,GCS,Jarryd Lyons,105,CAR,Metricon
2017,13,GCS,Gary Ablett,91,CAR,Metricon
2017,13,GCS,David Swallow,90,CAR,Metricon
2017,13,GCS,Matt Rosa,85,CAR,Metricon
2017,13,GCS,Jarrod Witts,83,CAR,Metricon
2017,13,GCS,Michael Barlow,82,CAR,Metricon
2017,13,GCS,Aaron Hall,74,CAR,Metricon
2017,13,GCS,Kade Kolodjashnij,67,CAR,Metricon
2017,13,GCS,Steven May,64,CAR,Metricon
2017,13,GCS,Jack Leslie,62,CAR,Metricon
2017,13,GCS,Jesse Lonergan,56,CAR,Metricon
2017,13,GCS,Jack Martin,52,CAR,Metricon
2017,13,GCS,Pearce Hanley,50,CAR,Metricon
2017,13,GCS,Adam Saad,50,CAR,Metricon
2017,13,GCS,Peter Wright,49,CAR,Metricon
2017,13,GCS,Alex Sexton,49,CAR,Metricon
2017,13,GCS,Ben Ainsworth,47,CAR,Metricon
2017,13,GCS,Sean Lemmens,46,CAR,Metricon
2017,13,GCS,Brandon Matera,46,CAR,Metricon
2017,13,GCS,Tom J. Lynch,34,CAR,Metricon
2017,13,GCS,Jesse Joyce,26,CAR,Metricon
2017,13,GCS,Mackenzie Willis,22,CAR,Metricon
2017,13,CAR,Bryce Gibbs,194,GCS,Metricon
2017,13,CAR,Sam Docherty,143,GCS,Metricon
2017,13,CAR,Kade Simpson,137,GCS,Metricon
2017,13,CAR,Matthew Kreuzer,112,GCS,Metricon
2017,13,CAR,Marc Murphy,104,GCS,Metricon
2017,13,CAR,Patrick Cripps,101,GCS,Metricon
2017,13,CAR,Dale Thomas,84,GCS,Metricon
2017,13,CAR,Jack Silvagni,80,GCS,Metricon
2017,13,CAR,Jed Lamb,80,GCS,Metricon
2017,13,CAR,Blaine Boekhorst,77,GCS,Metricon
2017,13,CAR,Levi Casboult,72,GCS,Metricon
2017,13,CAR,Caleb Marchbank,65,GCS,Metricon
2017,13,CAR,David Cuningham,64,GCS,Metricon
2017,13,CAR,Sam Petrevski-Seton,64,GCS,Metricon
2017,13,CAR,Matthew Wright,64,GCS,Metricon
2017,13,CAR,Charlie Curnow,64,GCS,Metricon
2017,13,CAR,Ed Curnow,64,GCS,Metricon
2017,13,CAR,Liam Jones,57,GCS,Metricon
2017,13,CAR,Lachie Plowman,54,GCS,Metricon
2017,13,CAR,Zac Fisher,45,GCS,Metricon
2017,13,CAR,Jacob Weitering,35,GCS,Metricon
2017,13,CAR,Tom Williamson,28,GCS,Metricon
2017,13,WB,Jordan Roughead,116,MEL,Etihad
2017,13,WB,Tom Liberatore,109,MEL,Etihad
2017,13,WB,Zaine Cordy,100,MEL,Etihad
2017,13,WB,Matthew Suckling,99,MEL,Etihad
2017,13,WB,Mitch Wallis,97,MEL,Etihad
2017,13,WB,Marcus Bontempelli,94,MEL,Etihad
2017,13,WB,Caleb Daniel,93,MEL,Etihad
2017,13,WB,Liam Picken,90,MEL,Etihad
2017,13,WB,Jack Macrae,84,MEL,Etihad
2017,13,WB,Lachie Hunter,84,MEL,Etihad
2017,13,WB,Mitch Honeychurch,78,MEL,Etihad
2017,13,WB,Tom Boyd,78,MEL,Etihad
2017,13,WB,Bailey Dale,70,MEL,Etihad
2017,13,WB,Luke Dahlhaus,66,MEL,Etihad
2017,13,WB,Shane Biggs,62,MEL,Etihad
2017,13,WB,Toby McLean,55,MEL,Etihad
2017,13,WB,Easton Wood,52,MEL,Etihad
2017,13,WB,Jason Johannisen,51,MEL,Etihad
2017,13,WB,Jake Stringer,48,MEL,Etihad
2017,13,WB,Tory Dickson,45,MEL,Etihad
2017,13,WB,Dale Morris,23,MEL,Etihad
2017,13,WB,Lin Jong,10,MEL,Etihad
2017,13,MEL,Christian Salem,110,WB,Etihad
2017,13,MEL,Tom McDonald,108,WB,Etihad
2017,13,MEL,Oscar McDonald,106,WB,Etihad
2017,13,MEL,Jeff Garlett,102,WB,Etihad
2017,13,MEL,Jordan Lewis,101,WB,Etihad
2017,13,MEL,Michael Hibberd,100,WB,Etihad
2017,13,MEL,Jack Watts,97,WB,Etihad
2017,13,MEL,Cameron Pedersen,96,WB,Etihad
2017,13,MEL,Clayton Oliver,94,WB,Etihad
2017,13,MEL,James Harmes,92,WB,Etihad
2017,13,MEL,Tomas Bugg,82,WB,Etihad
2017,13,MEL,Dom Tyson,81,WB,Etihad
2017,13,MEL,Mitch Hannan,76,WB,Etihad
2017,13,MEL,Alex Neal-Bullen,74,WB,Etihad
2017,13,MEL,Jack Viney,74,WB,Etihad
2017,13,MEL,Nathan Jones,72,WB,Etihad
2017,13,MEL,Bernie Vince,67,WB,Etihad
2017,13,MEL,Christian Petracca,65,WB,Etihad
2017,13,MEL,Sam Frost,63,WB,Etihad
2017,13,MEL,Jayden Hunt,63,WB,Etihad
2017,13,MEL,Jake Melksham,59,WB,Etihad
2017,13,MEL,Neville Jetta,55,WB,Etihad
2017,14,ADE,Matt Crouch,128,HAW,Adelaide
2017,14,ADE,Hugh Greenwood,122,HAW,Adelaide
2017,14,ADE,Brad Crouch,116,HAW,Adelaide
2017,14,ADE,Tom Lynch,98,HAW,Adelaide
2017,14,ADE,Josh Jenkins,98,HAW,Adelaide
2017,14,ADE,Sam Jacobs,90,HAW,Adelaide
2017,14,ADE,Rory Sloane,89,HAW,Adelaide
2017,14,ADE,Rory Atkins,89,HAW,Adelaide
2017,14,ADE,Daniel Talia,83,HAW,Adelaide
2017,14,ADE,Rory Laird,82,HAW,Adelaide
2017,14,ADE,Charlie Cameron,79,HAW,Adelaide
2017,14,ADE,Brodie Smith,77,HAW,Adelaide
2017,14,ADE,Jake Kelly,73,HAW,Adelaide
2017,14,ADE,Taylor Walker,69,HAW,Adelaide
2017,14,ADE,Jake Lever,68,HAW,Adelaide
2017,14,ADE,Eddie Betts,65,HAW,Adelaide
2017,14,ADE,Richard Douglas,62,HAW,Adelaide
2017,14,ADE,Jonathon Beech,48,HAW,Adelaide
2017,14,ADE,Kyle Hartigan,48,HAW,Adelaide
2017,14,ADE,Wayne Milera,47,HAW,Adelaide
2017,14,ADE,Luke Brown,44,HAW,Adelaide
2017,14,ADE,Andy Otten,33,HAW,Adelaide
2017,14,HAW,Ricky Henderson,120,ADE,Adelaide
2017,14,HAW,Tom Mitchell,117,ADE,Adelaide
2017,14,HAW,Shaun Burgoyne,114,ADE,Adelaide
2017,14,HAW,Taylor Duryea,96,ADE,Adelaide
2017,14,HAW,Grant Birchall,95,ADE,Adelaide
2017,14,HAW,Liam Shiels,90,ADE,Adelaide
2017,14,HAW,Will Langford,89,ADE,Adelaide
2017,14,HAW,James Sicily,88,ADE,Adelaide
2017,14,HAW,Ryan Burton,86,ADE,Adelaide
2017,14,HAW,Billy Hartung,82,ADE,Adelaide
2017,14,HAW,Jarryd Roughead,81,ADE,Adelaide
2017,14,HAW,Blake Hardwick,81,ADE,Adelaide
2017,14,HAW,Ben McEvoy,75,ADE,Adelaide
2017,14,HAW,Isaac Smith,72,ADE,Adelaide
2017,14,HAW,Paul Puopolo,69,ADE,Adelaide
2017,14,HAW,Luke Hodge,63,ADE,Adelaide
2017,14,HAW,Ryan Schoenmakers,55,ADE,Adelaide
2017,14,HAW,Daniel Howe,54,ADE,Adelaide
2017,14,HAW,Jack Gunston,51,ADE,Adelaide
2017,14,HAW,Kaiden Brand,49,ADE,Adelaide
2017,14,HAW,Tim O'Brien,36,ADE,Adelaide
2017,14,HAW,Luke Breust,31,ADE,Adelaide
2017,14,SYD,Isaac Heeney,122,ESS,SCG
2017,14,SYD,Josh P. Kennedy,118,ESS,SCG
2017,14,SYD,Jake Lloyd,116,ESS,SCG
2017,14,SYD,Callum Mills,109,ESS,SCG
2017,14,SYD,Luke Parker,100,ESS,SCG
2017,14,SYD,Heath Grundy,93,ESS,SCG
2017,14,SYD,Dan Hannebery,88,ESS,SCG
2017,14,SYD,Lance Franklin,84,ESS,SCG
2017,14,SYD,Sam Reid,79,ESS,SCG
2017,14,SYD,Nic Newman,78,ESS,SCG
2017,14,SYD,Kieren Jack,73,ESS,SCG
2017,14,SYD,Tom Papley,72,ESS,SCG
2017,14,SYD,Dean Towers,68,ESS,SCG
2017,14,SYD,Callum Sinclair,65,ESS,SCG
2017,14,SYD,George Hewett,64,ESS,SCG
2017,14,SYD,Gary Rohan,61,ESS,SCG
2017,14,SYD,Dane Rampe,60,ESS,SCG
2017,14,SYD,Nick Smith,55,ESS,SCG
2017,14,SYD,Oliver Florent,52,ESS,SCG
2017,14,SYD,Sam Naismith,46,ESS,SCG
2017,14,SYD,Will Hayward,45,ESS,SCG
2017,14,SYD,Lewis Melican,42,ESS,SCG
2017,14,ESS,Zach Merrett,120,SYD,SCG
2017,14,ESS,David Zaharakis,105,SYD,SCG
2017,14,ESS,Michael Hurley,105,SYD,SCG
2017,14,ESS,Jobe Watson,90,SYD,SCG
2017,14,ESS,Brendon Goddard,89,SYD,SCG
2017,14,ESS,Joe Daniher,77,SYD,SCG
2017,14,ESS,Orazio Fantasia,76,SYD,SCG
2017,14,ESS,Tom Bellchambers,74,SYD,SCG
2017,14,ESS,Travis Colyer,69,SYD,SCG
2017,14,ESS,Josh Green,66,SYD,SCG
2017,14,ESS,Martin Gleeson,64,SYD,SCG
2017,14,ESS,James Kelly,63,SYD,SCG
2017,14,ESS,Dyson Heppell,61,SYD,SCG
2017,14,ESS,Kyle Langford,60,SYD,SCG
2017,14,ESS,Ben Howlett,58,SYD,SCG
2017,14,ESS,Conor McKenna,57,SYD,SCG
2017,14,ESS,Anthony McDonald-Tipungwuti,54,SYD,SCG
2017,14,ESS,Mark Baguley,53,SYD,SCG
2017,14,ESS,Shaun McKernan,46,SYD,SCG
2017,14,ESS,James Stewart,43,SYD,SCG
2017,14,ESS,Andrew McGrath,39,SYD,SCG
2017,14,ESS,Michael Hartley,29,SYD,SCG
2017,14,COL,Steele Sidebottom,124,PA,MCG
2017,14,COL,Adam Treloar,122,PA,MCG
2017,14,COL,Jeremy Howe,118,PA,MCG
2017,14,COL,Scott Pendlebury,117,PA,MCG
2017,14,COL,Taylor Adams,111,PA,MCG
2017,14,COL,Brodie Grundy,105,PA,MCG
2017,14,COL,Jack Crisp,96,PA,MCG
2017,14,COL,Ben Reid,85,PA,MCG
2017,14,COL,Tom Phillips,85,PA,MCG
2017,14,COL,Levi Greenwood,84,PA,MCG
2017,14,COL,Tom Langdon,83,PA,MCG
2017,14,COL,Will Hoskin-Elliott,78,PA,MCG
2017,14,COL,Jordan De Goey,74,PA,MCG
2017,14,COL,Brayden Maynard,74,PA,MCG
2017,14,COL,Alex Fasolo,70,PA,MCG
2017,14,COL,James Aish,63,PA,MCG
2017,14,COL,Tyson Goldsack,62,PA,MCG
2017,14,COL,Darcy Moore,61,PA,MCG
2017,14,COL,Tim Broomhead,50,PA,MCG
2017,14,COL,Ben Crocker,42,PA,MCG
2017,14,COL,Lynden Dunn,37,PA,MCG
2017,14,COL,Callum Brown,29,PA,MCG
2017,14,PA,Robbie Gray,99,COL,MCG
2017,14,PA,Ollie Wines,95,COL,MCG
2017,14,PA,Sam Gray,92,COL,MCG
2017,14,PA,Sam Powell-Pepper,92,COL,MCG
2017,14,PA,Chad Wingard,86,COL,MCG
2017,14,PA,Tom Jonas,86,COL,MCG
2017,14,PA,Matthew White,85,COL,MCG
2017,14,PA,Hamish Hartlett,81,COL,MCG
2017,14,PA,Darcy Byrne-Jones,79,COL,MCG
2017,14,PA,Paddy Ryder,77,COL,MCG
2017,14,PA,Jarman Impey,76,COL,MCG
2017,14,PA,Travis Boak,75,COL,MCG
2017,14,PA,Jasper Pittard,73,COL,MCG
2017,14,PA,Jackson Trengove,72,COL,MCG
2017,14,PA,Tom Clurey,69,COL,MCG
2017,14,PA,Charlie Dixon,62,COL,MCG
2017,14,PA,Brad Ebert,60,COL,MCG
2017,14,PA,Justin Westhoff,53,COL,MCG
2017,14,PA,Jake Neade,48,COL,MCG
2017,14,PA,Aaron Young,46,COL,MCG
2017,14,PA,Dan Houston,44,COL,MCG
2017,14,PA,Jack Hombsch,34,COL,MCG
2017,14,BL,Rhys Mathieson,108,GWS,Gabba
2017,14,BL,Stefan Martin,104,GWS,Gabba
2017,14,BL,Nick Robertson,98,GWS,Gabba
2017,14,BL,Tom Rockliff,96,GWS,Gabba
2017,14,BL,Ryan Bastinac,92,GWS,Gabba
2017,14,BL,Tom Cutler,90,GWS,Gabba
2017,14,BL,Hugh McCluggage,86,GWS,Gabba
2017,14,BL,Alex Witherden,77,GWS,Gabba
2017,14,BL,Lewis Taylor,72,GWS,Gabba
2017,14,BL,Sam Mayes,65,GWS,Gabba
2017,14,BL,Jarrod Berry,65,GWS,Gabba
2017,14,BL,Ryan Lester,60,GWS,Gabba
2017,14,BL,Darcy Gardiner,59,GWS,Gabba
2017,14,BL,Harris Andrews,47,GWS,Gabba
2017,14,BL,Eric Hipwood,46,GWS,Gabba
2017,14,BL,Daniel McStay,45,GWS,Gabba
2017,14,BL,Rohan Bewick,45,GWS,Gabba
2017,14,BL,Dayne Zorko,45,GWS,Gabba
2017,14,BL,Archie Smith,44,GWS,Gabba
2017,14,BL,Jake Barrett,39,GWS,Gabba
2017,14,BL,Daniel Rich,26,GWS,Gabba
2017,14,BL,Dayne Beams,5,GWS,Gabba
2017,14,GWS,Jonathon Patton,133,BL,Gabba
2017,14,GWS,Jeremy Cameron,132,BL,Gabba
2017,14,GWS,Callan Ward,122,BL,Gabba
2017,14,GWS,Dylan Shiel,118,BL,Gabba
2017,14,GWS,Toby Greene,117,BL,Gabba
2017,14,GWS,Steve Johnson,112,BL,Gabba
2017,14,GWS,Lachie Whitfield,103,BL,Gabba
2017,14,GWS,Nathan Wilson,80,BL,Gabba
2017,14,GWS,Shane Mumford,77,BL,Gabba
2017,14,GWS,Tom Scully,71,BL,Gabba
2017,14,GWS,Sam J. Reid,64,BL,Gabba
2017,14,GWS,Phil Davis,49,BL,Gabba
2017,14,GWS,Matthew Kennedy,48,BL,Gabba
2017,14,GWS,Matt De Boer,46,BL,Gabba
2017,14,GWS,Daniel Lloyd,46,BL,Gabba
2017,14,GWS,Zac Williams,45,BL,Gabba
2017,14,GWS,Adam Tomlinson,38,BL,Gabba
2017,14,GWS,Aidan Corr,37,BL,Gabba
2017,14,GWS,Harrison Himmelberg,34,BL,Gabba
2017,14,GWS,Nick Haynes,32,BL,Gabba
2017,14,GWS,Tim Taranto,32,BL,Gabba
2017,14,GWS,Heath Shaw,29,BL,Gabba
2017,14,WB,Jack Macrae,137,NM,Etihad
2017,14,WB,Marcus Bontempelli,134,NM,Etihad
2017,14,WB,Tom Campbell,125,NM,Etihad
2017,14,WB,Lachie Hunter,109,NM,Etihad
2017,14,WB,Toby McLean,100,NM,Etihad
2017,14,WB,Jake Stringer,93,NM,Etihad
2017,14,WB,Luke Dahlhaus,91,NM,Etihad
2017,14,WB,Easton Wood,90,NM,Etihad
2017,14,WB,Mitch Wallis,88,NM,Etihad
2017,14,WB,Matthew Suckling,83,NM,Etihad
2017,14,WB,Bailey Dale,78,NM,Etihad
2017,14,WB,Mitch Honeychurch,73,NM,Etihad
2017,14,WB,Shane Biggs,71,NM,Etihad
2017,14,WB,Liam Picken,69,NM,Etihad
2017,14,WB,Caleb Daniel,66,NM,Etihad
2017,14,WB,Jason Johannisen,64,NM,Etihad
2017,14,WB,Jack Redpath,63,NM,Etihad
2017,14,WB,Tom Liberatore,52,NM,Etihad
2017,14,WB,Zaine Cordy,42,NM,Etihad
2017,14,WB,Dale Morris,31,NM,Etihad
2017,14,WB,Jordan Roughead,27,NM,Etihad
2017,14,WB,Tory Dickson,25,NM,Etihad
2017,14,NM,Ben Cunnington,92,WB,Etihad
2017,14,NM,Shaun Higgins,91,WB,Etihad
2017,14,NM,Jack Ziebell,90,WB,Etihad
2017,14,NM,Andrew Swallow,89,WB,Etihad
2017,14,NM,Jarrad Waite,88,WB,Etihad
2017,14,NM,Todd Goldstein,87,WB,Etihad
2017,14,NM,Nathan Hrovat,82,WB,Etihad
2017,14,NM,Ben Brown,82,WB,Etihad
2017,14,NM,Majak Daw,58,WB,Etihad
2017,14,NM,Aaron Mullett,58,WB,Etihad
2017,14,NM,Shaun Atley,58,WB,Etihad
2017,14,NM,Jamie Macmillan,58,WB,Etihad
2017,14,NM,Luke McDonald,57,WB,Etihad
2017,14,NM,Robbie Tarrant,53,WB,Etihad
2017,14,NM,Marley Williams,47,WB,Etihad
2017,14,NM,Trent Dumont,46,WB,Etihad
2017,14,NM,Sam Gibson,44,WB,Etihad
2017,14,NM,Declan Mountford,44,WB,Etihad
2017,14,NM,Mason Wood,43,WB,Etihad
2017,14,NM,Taylor Garner,40,WB,Etihad
2017,14,NM,Ryan Clarke,39,WB,Etihad
2017,14,NM,Scott D. Thompson,39,WB,Etihad
2017,14,WCE,Drew Petrie,121,MEL,Domain
2017,14,WCE,Jeremy McGovern,105,MEL,Domain
2017,14,WCE,Andrew Gaff,101,MEL,Domain
2017,14,WCE,Dom Sheed,96,MEL,Domain
2017,14,WCE,Nathan Vardy,96,MEL,Domain
2017,14,WCE,Mark Hutchings,88,MEL,Domain
2017,14,WCE,Elliot Yeo,87,MEL,Domain
2017,14,WCE,Matt Priddis,79,MEL,Domain
2017,14,WCE,Lewis Jetta,77,MEL,Domain
2017,14,WCE,Tom Barrass,75,MEL,Domain
2017,14,WCE,Luke Shuey,70,MEL,Domain
2017,14,WCE,Sam Mitchell,69,MEL,Domain
2017,14,WCE,Liam Duggan,69,MEL,Domain
2017,14,WCE,Eric Mackenzie,69,MEL,Domain
2017,14,WCE,Jamie Cripps,58,MEL,Domain
2017,14,WCE,Josh Hill,57,MEL,Domain
2017,14,WCE,Jack Darling,54,MEL,Domain
2017,14,WCE,Malcolm Karpany,53,MEL,Domain
2017,14,WCE,Brad Sheppard,51,MEL,Domain
2017,14,WCE,Will Schofield,32,MEL,Domain
2017,14,WCE,Thomas Cole,28,MEL,Domain
2017,14,WCE,Shannon Hurn,18,MEL,Domain
2017,14,MEL,Bernie Vince,113,WCE,Domain
2017,14,MEL,Jack Viney,107,WCE,Domain
2017,14,MEL,Tom McDonald,103,WCE,Domain
2017,14,MEL,Dom Tyson,100,WCE,Domain
2017,14,MEL,Max Gawn,96,WCE,Domain
2017,14,MEL,Clayton Oliver,84,WCE,Domain
2017,14,MEL,James Harmes,81,WCE,Domain
2017,14,MEL,Michael Hibberd,78,WCE,Domain
2017,14,MEL,Billy Stretch,76,WCE,Domain
2017,14,MEL,Jake Melksham,75,WCE,Domain
2017,14,MEL,Jordan Lewis,73,WCE,Domain
2017,14,MEL,Mitch Hannan,70,WCE,Domain
2017,14,MEL,Christian Salem,65,WCE,Domain
2017,14,MEL,Cameron Pedersen,65,WCE,Domain
2017,14,MEL,Alex Neal-Bullen,62,WCE,Domain
2017,14,MEL,Christian Petracca,61,WCE,Domain
2017,14,MEL,Sam Frost,48,WCE,Domain
2017,14,MEL,Tomas Bugg,48,WCE,Domain
2017,14,MEL,Jayden Hunt,40,WCE,Domain
2017,14,MEL,Neville Jetta,39,WCE,Domain
2017,14,MEL,Oscar McDonald,30,WCE,Domain
2017,14,MEL,Jeff Garlett,11,WCE,Domain
2017,14,GEE,Patrick Dangerfield,134,FRE,Simonds
2017,14,GEE,Mark Blicavs,126,FRE,Simonds
2017,14,GEE,Sam Menegola,124,FRE,Simonds
2017,14,GEE,Zach Tuohy,112,FRE,Simonds
